_id,classify,tweetId,timeTweet,tweetUrl,text_cleaned,text_origin
ObjectId("5e5072c7160e825aac3e29ea"),happy,1231009460740595712,Sat Feb 22 00:15:01 +0000 2020,https://twitter.com/justknockknock/statuses/1231009460740595712,channeling happy energy kandas charming front door weekend may freezing outside sunshine blooming flowers minds send encouraging message someone grateful weekend regret,We're channeling the happy energy of Kandas' charming front door this weekend. It may be freezing outside  but we have sunshine and blooming flowers on our minds. Send an encouraging message to someone you're grateful for this weekend. You won't regret it! https://t.co/10rPRmF29z https://t.co/rCWs7Jg6qj
ObjectId("5e5072c7160e825aac3e29eb"),happy,1231009459754938369,Sat Feb 22 00:15:00 +0000 2020,https://twitter.com/cheyennetrigg/statuses/1231009459754938369,crying ashton happy stops talking looks says “ pretty even cry ” another reason happy weary_face black_heart,I was crying to Ashton about how happy I have been and he stops me from talking  looks at me and says “how are you that pretty even when you cry” and this is another reason as to why I’m just so happy😩🖤
ObjectId("5e5072c7160e825aac3e29ec"),happy,1231009458014367744,Sat Feb 22 00:15:00 +0000 2020,https://twitter.com/Methodic_trader/statuses/1231009458014367744,dont get people issue new girl jerry happy meriton people saying beautiful yal want someone connect good job jerry proud sticking want ultimateloveng,I dont get why people have issue with this new girl. Jerry is happy with merriton  and people are saying she is not beautiful? So  yall want him to be with someone that he does not connect with? Good job Jerry  I am proud of you for sticking to what you want. #UltimateLoveNG
ObjectId("5e5072c7160e825aac3e29ed"),happy,1231009457703796737,Sat Feb 22 00:15:00 +0000 2020,https://twitter.com/Leendacd/statuses/1231009457703796737,today husband learned nextdor site angry neighbors vent message posted lost yellow wallet found street wallet filled cash i.d returned happy owner,Today my husband and I learned that NextDoor isn’t just a site where angry neighbors vent. There was a message posted about a lost yellow wallet we had found on the street. The wallet was filled with cash  but no I.D. We returned it to the happy owner.
ObjectId("5e5072c7160e825aac3e29ee"),happy,1231009457334677504,Sat Feb 22 00:15:00 +0000 2020,https://twitter.com/theforekast/statuses/1231009457334677504,happy birthday legend zelda believe 34 already party hyrule tonight gaming,Happy birthday to The Legend of Zelda. Can’t believe you’re 34 already. Party in Hyrule tonight? #Gaming https://t.co/Qhq0qbk3sl
ObjectId("5e5072c7160e825aac3e29ef"),happy,1231009456844148736,Sat Feb 22 00:15:00 +0000 2020,https://twitter.com/Mahar20201/statuses/1231009456844148736,think need love world need kindness compassion joy laughter fumiya yutaena,I think we need more love in the world. We need more kindness  more compassion  more joy  more laughter.  FUMIYA YUTAENA @fumfumfum3
ObjectId("5e5072c7160e825aac3e29f0"),happy,1231009454562381828,Sat Feb 22 00:14:59 +0000 2020,https://twitter.com/Redthebattler/statuses/1231009454562381828,old man sent message today anyways proposed girlfriend said yes always best relationship dad changed like lot past years espicaly since divorce happy hes found someone,So my old man sent me a message today but anyways he proposed to his girlfriend and she said yes. I haven't always had the best relationship with my dad but he's changed like a lot over these past few years espically since the divorce and I'm happy hes found someone to be with.
ObjectId("5e5072c7160e825aac3e29f1"),happy,1231009452733583361,Sat Feb 22 00:14:59 +0000 2020,https://twitter.com/mermaid_seph/statuses/1231009452733583361,happening listening stuff makes happy bus prepare,This is happening. Listening to stuff that makes me happy on the bus to prepare https://t.co/u1AXg6eRL9
ObjectId("5e5072c7160e825aac3e29f2"),happy,1231009451286515712,Sat Feb 22 00:14:58 +0000 2020,https://twitter.com/AlohaHarvest/statuses/1231009451286515712,throwback beautiful fruit grown amp donated local good samaritan wanted share abundance community kōkua never ceases amaze happy aloha friday,Throwback to this beautiful fruit grown &amp; donated by a local good samaritan who wanted to share his abundance. Our community’s kōkua never ceases to amaze. Happy Aloha Friday! https://t.co/Z8pKzCGkcI
ObjectId("5e5072c7160e825aac3e29f3"),happy,1231009451253096448,Sat Feb 22 00:14:58 +0000 2020,https://twitter.com/AhyokaY/statuses/1231009451253096448,posted withregram • culture happy black history month every day year bevivid available pop-up experience february 29th be…,Posted withregram • @vividdesigns For the CULTURE! Happy Black History Month and every other day of year. #BeVivid * * * Will be available at the @SuiteEast207 Pop-Up Experience on February 29th. Be… https://t.co/9Cz6IVYG6d
ObjectId("5e5072c7160e825aac3e29f4"),happy,1231009448073691137,Sat Feb 22 00:14:58 +0000 2020,https://twitter.com/duckydrawsart/statuses/1231009448073691137,thank one fave smooches draw nk kisses really bring joy heart sparkling_heart smiling_face,@tonigiacopelli Thank you!! It was one of my fave smooches to draw. NK kisses really bring joy to my heart 💖☺️
ObjectId("5e5072c7160e825aac3e29f5"),happy,1231009446421090304,Sat Feb 22 00:14:57 +0000 2020,https://twitter.com/jimin_files/statuses/1231009446421090304,thankyounamjon koala best things passionate happy proud stan support man brings great influence joy life love jon ♡ wait hear mots 7 behind smiling_face,#ThankYouNamjoon 🐨  You're the best at the things you are most passionate about. I am happy and proud that I stan and support a man who brings great influence and joy to my life. I love you Joon! ♡ Can't wait to hear about MOTS: 7 behind ☺ @BTS_twt https://t.co/1tpxiEM5HX
ObjectId("5e5072c7160e825aac3e29f6"),happy,1231009446068916225,Sat Feb 22 00:14:57 +0000 2020,https://twitter.com/DearBonobo/statuses/1231009446068916225,limit outings dinners cinemas friends much better love miss ya wonderful bonobo xx face_blowing_a_kis,I should limit my outings to dinners  cinemas and friends. So much better. Love and miss ya my wonderful Bonobo xx 😘
ObjectId("5e5072c7160e825aac3e29f7"),happy,1231009444638740480,Sat Feb 22 00:14:57 +0000 2020,https://twitter.com/BenjaminMelusky/statuses/1231009444638740480,oh mean broad street happy hour special,@mannybenevides @DanTheFlyeraFan Oh you mean the broad street happy hour special?
ObjectId("5e5072c7160e825aac3e29f8"),happy,1231009444554846208,Sat Feb 22 00:14:57 +0000 2020,https://twitter.com/lad556677/statuses/1231009444554846208,extra 20 mins journey ..big deal important food others long happy fine,@Jadekovacs @2SevernBridges So it's only a extra 20 mins on your journey. ..big deal. What's more important. Your food. Or yourself or others.  As long your happy it's fine
ObjectId("5e5072c7160e825aac3e29f9"),happy,1231009444198305800,Sat Feb 22 00:14:57 +0000 2020,https://twitter.com/SnarkyUp/statuses/1231009444198305800,make friday night better click link face_blowing_a_kis mw apex night xb1,Make your Friday night better. click the link 😘  MW or Apex all night (XB1) https://t.co/xxsYT5dyjH
ObjectId("5e5072c7160e825aac3e29fa"),happy,1231009441878827008,Sat Feb 22 00:14:56 +0000 2020,https://twitter.com/MimmoM50/statuses/1231009441878827008,hi sheri happy hear always friendly person,@NotsoScarySheri Hi Sheri. I’m so Happy to hear this. Your always be a Friendly person
ObjectId("5e5072c7160e825aac3e29fb"),happy,1231009439974674434,Sat Feb 22 00:14:56 +0000 2020,https://twitter.com/nimbus_nought/statuses/1231009439974674434,oh duh huge development somehow spaced woman_facepalming yes course loudly_crying_face smiling_face_with_3_hearts pleading_face smiling_face_with_3_hearts loudly_crying_face happy played part crystallising joyous lovely thing loudly_crying_face,@stillicides OH! Duh  that huge development I somehow spaced on there🤦‍♀️ Yes of course!  😭🥰🥺🥰😭  I am so so happy it played a part in crystallising such a joyous lovely thing for you!!! 😭
ObjectId("5e5072c7160e825aac3e29fc"),happy,1231009439228088323,Sat Feb 22 00:14:56 +0000 2020,https://twitter.com/1Corinthians126/statuses/1231009439228088323,writing_hand 1 corinthians 3 7 neither planteth thing neither watereth butgod giveth increase blossom blossom blossom blossom blossom blossom blossom blossom blossom blossom blossom blossom bless showers revelation blessings justice amp worth worthy lord thank face_blowing_a_kis holyspiritjesuschrist raising_hands,✍️1 Corinthians 3:7 So then neither is he that planteth any thing  neither he that watereth #BUTGod that #GIVETH the #INCREASE🌼🌼🌼🌼🌼🌼🌼🌼🌼🌼🌼🌼  #BLESS #SHOWERS #REVELATION #BLESSINGS YOUR #JUSTICE &amp;YOUR #WORTH For YOU Are #WORTHY LORD  Thank YOU 😘#HolySpiritJesusChrist🙌
ObjectId("5e5072c7160e825aac3e29fd"),happy,1231009438812733440,Sat Feb 22 00:14:55 +0000 2020,https://twitter.com/yukisamuraix/statuses/1231009438812733440,really anything anymore kinda wana fade existence much bare acting happy becoming mentally taxing sad around taxing believe get better learn accept move,Not really anything anymore kinda just wana fade out of existence this is to much to bare  acting happy is becoming mentally taxing and being sad is all around taxing i don't believe it get's better i just learn to accept and move on https://t.co/aDkZHxGVwc
ObjectId("5e5072c7160e825aac3e29fe"),happy,1231009438670082054,Sat Feb 22 00:14:55 +0000 2020,https://twitter.com/marcsisism/statuses/1231009438670082054,amazing adorable dyani huging_face also happy grateful able say wanted tell person_gesturing_OK red_heart thank wonderful chance smiling_face_with_smiling_eyes,@Dy4ni_Robles @KevanKenney You were amazing and adorable Dyani! 🤗 I'm also very happy and grateful you were able to say what we've wanted to tell them 🙆❤ @OfficialMonstaX  Thank you too @KevanKenney for this wonderful chance! 😊
ObjectId("5e5072c7160e825aac3e29ff"),happy,1231009436807856134,Sat Feb 22 00:14:55 +0000 2020,https://twitter.com/rosiesutton/statuses/1231009436807856134,happy beth strong girl hope speedy recovery sending love two_hearts two_hearts,@Bethvthomas So happy for you Beth! Such a strong girl  hope you have a speedy recovery and sending all my love 💕💕
ObjectId("5e5072c7160e825aac3e2a00"),happy,1231009436036001792,Sat Feb 22 00:14:55 +0000 2020,https://twitter.com/Miurgen/statuses/1231009436036001792,ever want chit chat anything discord paint miurgen3269 work amazing hope find right balance makes heart happy lt 3,@TheGammatrap If you ever want to chit chat about anything in discord while you paint  I'm Miurgen#3269. Your work is amazing  I hope you find the right balance that makes your heart happy &lt;3
ObjectId("5e5072c7160e825aac3e2a01"),happy,1231009435918721027,Sat Feb 22 00:14:55 +0000 2020,https://twitter.com/ThompsonK102/statuses/1231009435918721027,party_poper happy birthday one ... mrs. prior birthday_cake pineapple party_poper,🎉Happy Birthday to the one and only... MRS. PRIOR!  🎂 🍍🎉 @otarap https://t.co/SF9mxW4JQe
ObjectId("5e5072c7160e825aac3e2a02"),happy,1231009432965914624,Sat Feb 22 00:14:54 +0000 2020,https://twitter.com/Derick35885545/statuses/1231009432965914624,sugarbaby seeking sugar daddy face_blowing_a_kis gon na sugar daddy sex nudes.just need first 100 people like retwet follow dm paypal cash ap 1,0 imediately..money never problem dm whatsap +191731560,#sugarbaby.   If you're seeking a sugar daddy?😘 I'm gonna be your sugar daddy with no sex or nudes.just need first 100 people to like and retweet  follow me and DM with your PayPal or cash app $1 000 immediately..Money can never be a problem! Dm on WhatsApp +19177731560
ObjectId("5e5072c7160e825aac3e2a03"),happy,1231009432592683008,Sat Feb 22 00:14:54 +0000 2020,https://twitter.com/madisonnntorres/statuses/1231009432592683008,yessss hate mean people reunion hela ready grining_face star-struck face_with_steam_from_nose,Yessss ! I hate how mean people are being about this reunion I’m hella ready!!😀🤩😤 https://t.co/0xNOyAOvKa
ObjectId("5e5072c7160e825aac3e2a04"),happy,1231009432072572930,Sat Feb 22 00:14:54 +0000 2020,https://twitter.com/jiminiesbear/statuses/1231009432072572930,right mind stuck two places one place stuck jimin song filter stop moving sultry sexy bop place hurting “ gon na happy ” part zero ’ clock stuck head,right now my mind is stuck in two places: one place is stuck with jimin’s song filter and i just can’t stop moving to it because it’s such a sultry and sexy bop and the other place is hurting because i have the “and you gonna be happy” part from zero o’clock stuck in my head
ObjectId("5e5072c7160e825aac3e2a05"),happy,1231009431787200512,Sat Feb 22 00:14:54 +0000 2020,https://twitter.com/kac025/statuses/1231009431787200512,happy birthday life service heroism epic inspiring,Happy birthday  @repjohnlewis. Your life of service and heroism is epic and inspiring! https://t.co/uNy8kNTTkY
ObjectId("5e5072c7160e825aac3e2a06"),happy,1231009431573237760,Sat Feb 22 00:14:54 +0000 2020,https://twitter.com/timattheworld/statuses/1231009431573237760,happy birthday boss excited see playin lions year,@IamJoshG happy birthday boss!! Excited to see you playin for the lions this year!!
ObjectId("5e5072c7160e825aac3e2a07"),happy,1231009430197551104,Sat Feb 22 00:14:53 +0000 2020,https://twitter.com/LACountyRRCC/statuses/1231009430197551104,voting begins tomorrow march 3 presidential primary election grining_face opening 232 vote centers round_pushpin throughout l.a. county voter go vote center grab friends family go together find vote center near link bio,Voting BEGINS TOMORROW for the March 3 Presidential Primary Election 😀  We’re opening 232 Vote Centers📍 throughout L.A. County!  ANY voter can go to ANY Vote Center. Grab your friends and family and go together! Find a Vote Center near you! Link in bio. https://t.co/mFRSOiQyQV
ObjectId("5e5072c7160e825aac3e2a08"),happy,1231009427505000450,Sat Feb 22 00:14:53 +0000 2020,https://twitter.com/tiffannyyj/statuses/1231009427505000450,still gets happy giddy like first time seen grimacing_face grimacing_face,Still gets me all happy and giddy like the first time I seen it 😬😬 https://t.co/cQr8SnMBu9
ObjectId("5e5072c7160e825aac3e2a09"),happy,1231009426624020481,Sat Feb 22 00:14:53 +0000 2020,https://twitter.com/mamax29_/statuses/1231009426624020481,happy birthday bb tin birthday come enjoy ur day godbles mamax always love na love kita mwah red_heart,Happy Birthday bb tin!! more birthday to come   enjoy ur day and godbless. Mamax always here for you! love na love kita mwaaah!!❤ https://t.co/u95BgGFrVU
ObjectId("5e5072c7160e825aac3e2a0a"),happy,1231009426418565120,Sat Feb 22 00:14:52 +0000 2020,https://twitter.com/Vin24499581/statuses/1231009426418565120,got ta wait another week wait happy back tribute leg almost done,@starwars Gotta wait another week now. Can’t wait. So happy it’s back. Tribute leg almost done https://t.co/Hoz2JG6M8E
ObjectId("5e5072c7160e825aac3e2a0b"),happy,1231009425751715841,Sat Feb 22 00:14:52 +0000 2020,https://twitter.com/RyanPtashkin/statuses/1231009425751715841,happy break-upiversary believe already three years many wait spend rest life red_heart,Happy Break-upiversarry @aliciaamarieben!! Can’t believe it’s already been three years. Here’s to many more. I can’t wait to not spend the rest of my life with you ❤️ https://t.co/SqypBYifbQ
ObjectId("5e5072c7160e825aac3e2a0c"),happy,1231009424640110592,Sat Feb 22 00:14:52 +0000 2020,https://twitter.com/rebeccakaiser42/statuses/1231009424640110592,got x conspiracy palette happy right could cry weary_face star-struck,I got the @shanedawson x @JeffreeStar Conspiracy Palette!!! I’m so happy right now  i could cry😩🤩 https://t.co/CvrbcVRZ0t
ObjectId("5e5072c7160e825aac3e2a0d"),happy,1231009424535244800,Sat Feb 22 00:14:52 +0000 2020,https://twitter.com/staySOCKY/statuses/1231009424535244800,glad like lenana hope great husbanana amp pleasant company u banana two_hearts tysm ordering glad happy everything sparkles,@hellishplague i'm so glad you like lenana i hope he can be a great husbanana &amp; pleasant company for u 🍌💕 tysm again for ordering i'm glad you're happy with everything!!✨
ObjectId("5e5072c7160e825aac3e2a0e"),happy,1231009424082259968,Sat Feb 22 00:14:52 +0000 2020,https://twitter.com/vicjimenez94/statuses/1231009424082259968,happy friday,Happy Friday @cam_junge @MrReinvention23 @MsStarWarsGirl @OKatrinaFox @titMcGrit2 @ilovejohnkimble @sadsith_dani @TalkingSpidey @EARTH_96283 @talesof4seasons @dsembodiedvoice @MattGeekHD2UFan @fitnurse34 @amandagabr1elle @Harris94Vinnie @TheRealAshle @Alex_Killswitch @DSloss_Mama
ObjectId("5e5072c7160e825aac3e2a0f"),happy,1231009422492798977,Sat Feb 22 00:14:52 +0000 2020,https://twitter.com/choseungnyoun/statuses/1231009422492798977,think friends saddest fucking song despite happy beat tone lyrics feels bittersweet imo bittersweet songs always saddest,i think that friends is the saddest fucking song on there despite the happy beat and tone of the lyrics but it feels very bittersweet to me and imo bittersweet songs are always the saddest
ObjectId("5e5072c7160e825aac3e2a10"),happy,1231009421364514816,Sat Feb 22 00:14:51 +0000 2020,https://twitter.com/Ragingunicorn2/statuses/1231009421364514816,omg read actual picture caption say `` happy birthday cuz '',@15_linsey @TeaSpillYT Omg read the actual picture caption you don't say "happy birthday cuz" To yourself
ObjectId("5e5072c7160e825aac3e2a11"),happy,1231009419783073794,Sat Feb 22 00:14:51 +0000 2020,https://twitter.com/lililovesyou_/statuses/1231009419783073794,whenever rewatch big fat quiz 2018 get unreasonably happy claudia saying want big dick energy want someone gratitude someone miniature penis way says brings much joy,Whenever i rewatch the big fat quiz 2018 i get unreasonably happy about claudia saying you don’t want big dick energy  you want someone with the gratitude of someone with a miniature penis  Just the way she says it brings me so much joy 
ObjectId("5e5072c7160e825aac3e2a12"),happy,1231009419036590080,Sat Feb 22 00:14:51 +0000 2020,https://twitter.com/Joachim_elite/statuses/1231009419036590080,jack jil went hill smoke marijuana jack got high pulled fly ask wan na jil said yes pulled dress little fun stupid jil forgot pill son smoking quit asap grining_face grining_face,Jack and Jill went up the hill to smoke marijuana  Jack got high pulled down his fly and ask if she wanna  Jill said yes and pulled up her dress and had a little fun  stupid Jill forgot the pill now they have a son That's what #Smoking can do . So quit it ASAP 😀😀
ObjectId("5e5072c7160e825aac3e2a13"),happy,1231009418336030720,Sat Feb 22 00:14:51 +0000 2020,https://twitter.com/pororoisdyo/statuses/1231009418336030720,thank chanyeol 8 years energy thought let hold little always healthy happy virus red_heart red_heart red_heart 8yearswithchanyeol chanyeol exo,thank you Chanyeol  for your 8 years of energy and thought. let's hold on a little more. always healthy my happy virus ❤❤❤ #8yearswithCHANYEOL #Chanyeol  #EXO @weareoneEXO https://t.co/YvJ1YlNRBm
ObjectId("5e5072c7160e825aac3e2a14"),happy,1231009416641732609,Sat Feb 22 00:14:50 +0000 2020,https://twitter.com/noshillyshally/statuses/1231009416641732609,bro lakers lowkey tried tried get rid uh trade kuzma easy grining_face,@allstarrider91 @okcsucksass @wojespn @ramonashelburne Bro  the Lakers have lowkey TRIED and TRIED to get rid of  uh  trade Kuzma  but it's just not that EASY!😀
ObjectId("5e5072c7160e825aac3e2a15"),happy,1231009416176185344,Sat Feb 22 00:14:50 +0000 2020,https://twitter.com/Ring_Sheryl/statuses/1231009416176185344,would also willing bet blomberg lp would happy release ... exchange return settlement money works usually,@MsKellyMHayes @mannyshustle I'd also be willing to bet that Bloomberg LP would be happy to release them...in exchange for a return of the settlement money.  That's how it works  usually.
ObjectId("5e5072c7160e825aac3e2a16"),happy,1231009416171835392,Sat Feb 22 00:14:50 +0000 2020,https://twitter.com/taevenger/statuses/1231009416171835392,love pleading_face least ’ also early advance happy early bday queen wait actual day happen celebrate,@fadxing i love you more 🥺its the least i can do for y’all and also in early advance happy early bday queen i’ll wait for the actual day to happen so we can celebrate
ObjectId("5e5072c7160e825aac3e2a17"),happy,1231009412732637189,Sat Feb 22 00:14:49 +0000 2020,https://twitter.com/sheilaghmcgrory/statuses/1231009412732637189,wow ... scher pos ... happy `` out-going '',Wow... Scheer is such a pos... happy that he is "out-going" !!! https://t.co/2IVFjZUC7O
ObjectId("5e5072c7160e825aac3e2a18"),happy,1231009410576613376,Sat Feb 22 00:14:49 +0000 2020,https://twitter.com/benzm9070/statuses/1231009410576613376,well dont know everything dt politician know serve comes visit diet coke burger ice cream burnt steak even know underwear seems one transparancy grining_face,Well dont we know everything about DT  he is the only politician that i know what to serve if he comes to visit  diet coke  burger  ice cream and a burnt steak  we even know about his underwear. Seems to me his the only one that has transparancy 😀 https://t.co/Guh2atuNXB
ObjectId("5e5072c7160e825aac3e2a19"),happy,1231009410396196864,Sat Feb 22 00:14:49 +0000 2020,https://twitter.com/mayralgomez/statuses/1231009410396196864,met last years camp ... happy congrats,@LindseyThiry @JodeeDebesPhoto Met you at last years camp...so happy for you! Congrats!
ObjectId("5e5072c7160e825aac3e2a1a"),happy,1231009409825939456,Sat Feb 22 00:14:49 +0000 2020,https://twitter.com/Kes_Voyager/statuses/1231009409825939456,“ know anika want leave us less 15 minutes things amp sent voyager comes back every two months certainly happy coz happy us promised l would look poppy away ”,@EMHMark1VOY @TomParis_Voy20 “I know Annika did not want to leave us. She had less than 15 minutes to her things &amp; sent to Voyager. She comes back here every two months. She’s Certainly wasn’t happy about it coz she was happy here with us. I promised l would look after poppy. While she’s away.”
ObjectId("5e5072c7160e825aac3e2a1b"),happy,1231009408949211141,Sat Feb 22 00:14:48 +0000 2020,https://twitter.com/Fridaygirl1969/statuses/1231009408949211141,smiling_cat_face_with_heart-eyes red_heart sparkles package happy friyay package sparkles red_heart smiling_cat_face_with_heart-eyes furfriends yay ... finally friyay amp ’ z ready time paw-tay gon na come dali amp oliver package package daliandoliversboxpawty package package frankie amp spot finley is…,😻❤️✨📦Happy FriYay📦✨❤️😻 Furfriends!! Yay...it’s finally FriYay &amp; I’z  ready time PAW-TAY!!!! Who’s gonna come with me to Dali &amp; Oliver’s 📦📦#daliandoliversboxpawty 📦📦and to Frankie &amp; Spot Finley’s… https://t.co/ZRMzrfedYd
ObjectId("5e5072c7160e825aac3e2a1c"),happy,1231009402116657152,Sat Feb 22 00:14:47 +0000 2020,https://twitter.com/puli_monish/statuses/1231009402116657152,atlast weekend came fire happy morning amp weekend blue_heart red_heart love hundred_points relieved_face jagamethandhiram master karnan,Atlast Weekend Came 🔥 !!  Happy Morning &amp; Weekend 💙❤   Love you All 💯😌  #JagameThandhiram #Master #Karnan https://t.co/t5C3BIpD8T
ObjectId("5e5072c7160e825aac3e2a1d"),happy,1231009401382764544,Sat Feb 22 00:14:46 +0000 2020,https://twitter.com/Dajaaaa_/statuses/1231009401382764544,yeah im job gim end march drop nice ass bonus account fat ass check grining_face_with_smiling_eyes kiss ass victory_hand_medium-dark_skin_tone nice working yals,yeah im out on this job gimme until the end of march when they drop that nice ass bonus in my account with that fat ass check 😄 kiss my ass ✌🏾 nice working for yalls
ObjectId("5e5072c7160e825aac3e2a1e"),happy,1231009399608684546,Sat Feb 22 00:14:46 +0000 2020,https://twitter.com/AlleriaMystic/statuses/1231009399608684546,home alone friday night sub seeing message send amusement send cause making superior female happy tonight send cause way jerk later,If you are home alone on a Friday night and you are a sub seeing this message.  Send for my amusement. Send cause you should be making a superior female happy tonight. Send cause it's the only way you can jerk off later. https://t.co/L06uYKy7hU
ObjectId("5e5072c7160e825aac3e2a1f"),happy,1231009399176617985,Sat Feb 22 00:14:46 +0000 2020,https://twitter.com/Christo75028704/statuses/1231009399176617985,congrats isaac two daughters joy life,@IsaacLHarris Congrats Isaac!! I have two daughters of my own and they are the joy of my life.
ObjectId("5e5072c7160e825aac3e2a20"),happy,1231009398383874048,Sat Feb 22 00:14:46 +0000 2020,https://twitter.com/UriahSharezer/statuses/1231009398383874048,y'al feminist long dinner serve house clean tidy happy,@monaeltahawy @akefestival Y'all can do your feminist as long as my dinner is serve  the house is clean and tidy  I'm happy
ObjectId("5e5072c7160e825aac3e2a21"),happy,1231009392092426240,Sat Feb 22 00:14:44 +0000 2020,https://twitter.com/serxndipity___/statuses/1231009392092426240,yo pour air 7 spray bottle middle airport anxious_face_with_sweat loudly_crying_face loudly_crying_face thinkin pensive_face 3 14 brain working grining_face thumbs_up_light_skin_tone,yo i DID NOT just pour air 7 up in my spray bottle in the middle of this airport!! 😰😭😭 what was i thinkin? 😔 ITS 3:14 AM AND MY BRAIN IS NOT WORKING!!! 😀👍🏻
ObjectId("5e5072c7160e825aac3e2a22"),happy,1231009391933034497,Sat Feb 22 00:14:44 +0000 2020,https://twitter.com/iam_toluano/statuses/1231009391933034497,happy birthday papi much love impact lives people like us well felt way positioned greatness still self_batling fun egbon well,Happy birthday to you #Papi much love. The impact you have had and will have in the lives of people like us is well felt and the way you have positioned yourself for greatness is still self_battling. Have fun egbon. You are doing well https://t.co/lUHOSv3nJP
ObjectId("5e5072c7160e825aac3e2a23"),happy,1231009391874387968,Sat Feb 22 00:14:44 +0000 2020,https://twitter.com/Skell20XX/statuses/1231009391874387968,hope never watched movie online without paying sung happy birthday last couple years,@Hopper_Atl @SenSanders Hope you never watched a movie online without paying  or sung Happy birthday before the last couple years.
ObjectId("5e5072c7160e825aac3e2a24"),happy,1231009390909673472,Sat Feb 22 00:14:44 +0000 2020,https://twitter.com/hopefulego/statuses/1231009390909673472,— entered made way bathroom placing hands sink stared mirror kind happy hair starting get masculine features process extremely slow enough —,— entered  he made his way to the bathroom  placing both of his hands on the sink as he stared at himself in the mirror. He was kind of happy with his hair  and he was starting to get more masculine features  but the process was extremely slow  and it wasn't enough for him. He —
ObjectId("5e5072c7160e825aac3e2a25"),happy,1231009389026242560,Sat Feb 22 00:14:44 +0000 2020,https://twitter.com/NancyHerr4/statuses/1231009389026242560,sparkling_heart happy birthday victoria sparkling_heart please know much appreciated inspire inform many us go voice perspective details,@VABVOX 💖 Happy Birthday Victoria 💖 Please know how much you are appreciated. You inspire and inform so many of us out here. You are a go to voice for perspective and details. https://t.co/CoanC35NIA
ObjectId("5e5072c7160e825aac3e2a26"),happy,1231009387604475906,Sat Feb 22 00:14:43 +0000 2020,https://twitter.com/TudeWithADude/statuses/1231009387604475906,hey sure going might wise julian peer support anything help get belmarsh wants one happy treatment notok,@ggreenwald Hey. Not sure what’s going on but it might be wise if Julian has a peer to support him. Can you do anything to help me get to Belmarsh if he wants one? Not happy with his treatment. #notok https://t.co/NUvxx5xfKm
ObjectId("5e5072c7160e825aac3e2a27"),happy,1231009380436496385,Sat Feb 22 00:14:42 +0000 2020,https://twitter.com/jungyulr/statuses/1231009380436496385,today supposed happy day feeling sad rn bruh really hate sometimes,today was supposed to be a happy day so why am i feeling so sad rn bruh i really hate myself sometimes
ObjectId("5e5072c7160e825aac3e2a28"),happy,1231009378649739267,Sat Feb 22 00:14:41 +0000 2020,https://twitter.com/EntryHazzard/statuses/1231009378649739267,happy support fast food businesses anyways face_vomiting,Happy I don't support these fast food businesses anyways 🤮 https://t.co/yHwXDRGcrc
ObjectId("5e5072c7160e825aac3e2a29"),happy,1231009377475104772,Sat Feb 22 00:14:41 +0000 2020,https://twitter.com/davezorn72/statuses/1231009377475104772,class almost killed com 100 nau questioned things life taking class ... .ugh ... three times good got degree kicking ass taking names complaints grining_face,The class that almost killed me Com 100 at NAU. I questioned most things in life after taking that class....ugh...three times.  But I did good for myself. Got the degree. Kicking ass and taking names. No complaints. 😀 https://t.co/ELVX6nl4pF
ObjectId("5e5072c7160e825aac3e2a2a"),happy,1231009375713742848,Sat Feb 22 00:14:40 +0000 2020,https://twitter.com/aditacruz75/statuses/1231009375713742848,paquete completo total package face_blowing_a_kis ladies beautiful,@boujeemunchkin @Love_bug1016 Paquete completo The total package 😘 Most ladies are beautiful
ObjectId("5e5072c7160e825aac3e2a2b"),happy,1231009372605734912,Sat Feb 22 00:14:40 +0000 2020,https://twitter.com/Cookieboy12211/statuses/1231009372605734912,dude got couple new dell xps 17 l702x laptops play one i5-2430m i7-2630qm geforce gt50m video 8gb ram i5 currently 120gb sd i7 1tb wd hard drive dual hard drive bays grining_face_with_big_eyes,Dude! I got a couple new Dell XPS 17 L702X laptops to play with. One is an i5-2430M and the other is an i7-2630QM. GeForce GT550M for Video  8GB ram  i5 currently has a 120GB SSD and the i7 has a 1TB WD Hard Drive. Both have dual Hard Drive bays 😃 https://t.co/q91X8DCH8X
ObjectId("5e5072c7160e825aac3e2a2c"),happy,1231009371108151296,Sat Feb 22 00:14:39 +0000 2020,https://twitter.com/imuarj/statuses/1231009371108151296,guess 'hapy camper picture..the f russian ... get russia country,just guess who the 'happy camper' is in this picture..the f russian...GET RUSSIA OUT OF OUR COUNTRY! https://t.co/m6eD3wouWp
ObjectId("5e5072c7160e825aac3e2a2d"),happy,1231009370823065600,Sat Feb 22 00:14:39 +0000 2020,https://twitter.com/Matt_4_Good/statuses/1231009370823065600,yay happy birthday charlotte hope amazing day smiling_face_with_sunglases smiling_face_with_sunglases smiling_face_with_sunglases,@charlottechurch Yay! Happy Birthday Charlotte / hope you’ve had an amazing day 😎😎😎
